Odorant,Concentration_uM,plate,Counts,OR,Replicate
DMSO,-999,2-11,3426,144_1,Rep1
DMSO,-999,2-12,4401,144_1,Rep1
DMSO,-999,2-13,3421,144_1,Rep1
DMSO,-999,2-2,2148,144_1,Rep1
DMSO,-999,2-3,3498,144_1,Rep1
DMSO,-999,2-4,4416,144_1,Rep1
DMSO,-999,2-5,4476,144_1,Rep1
DMSO,-999,2-6,2191,144_1,Rep1
DMSO,-999,2-7,3240,144_1,Rep1
DMSO,-999,2-8,4312,144_1,Rep1
DMSO,-999,2-9,10440,144_1,Rep1
Nothing,-999,2-11,5975,144_1,Rep1
Nothing,-999,2-12,3527,144_1,Rep1
a-Amylcinnamaldehyde,10,2-1,69,110_1,Rep1
a-Amylcinnamaldehyde,100,2-1,1159,110_1,Rep1
a-Amylcinnamaldehyde,1000,2-1,1232,110_1,Rep1
Eucalyptol,10,2-1,965,110_1,Rep1
Eucalyptol,100,2-1,1170,110_1,Rep1
Eucalyptol,1000,2-1,535,110_1,Rep1
Pentyl propionate (Amyl propionate),10,2-10,1909,110_1,Rep1
Pentyl propionate (Amyl propionate),100,2-10,1793,110_1,Rep1
Pentyl propionate (Amyl propionate),1000,2-10,2518,110_1,Rep1
Dihydro Myrcenol,10,2-11,144,110_1,Rep1
Dihydro Myrcenol,100,2-11,291,110_1,Rep1
Dihydro Myrcenol,1000,2-11,437,110_1,Rep1
Muscenone,10,2-11,116,110_1,Rep1
Muscenone,100,2-11,23,110_1,Rep1
Muscenone,1000,2-11,140,110_1,Rep1
ethyl maltol,10,2-11,483,110_1,Rep1
ethyl maltol,100,2-11,198,110_1,Rep1
ethyl maltol,1000,2-11,445,110_1,Rep1
calone,10,2-11,535,110_1,Rep1
calone,100,2-11,0,110_1,Rep1
calone,1000,2-11,4984,110_1,Rep1
Sandalwood Mysone,10,2-11,1370,110_1,Rep1
Sandalwood Mysone,100,2-11,675,110_1,Rep1
Sandalwood Mysone,1000,2-11,2839,110_1,Rep1
Iso E Super,10,2-11,868,110_1,Rep1
Iso E Super,100,2-11,1359,110_1,Rep1
Iso E Super,1000,2-11,1093,110_1,Rep1
Olibanum Coeur MD,10,2-11,1053,110_1,Rep1
Olibanum Coeur MD,100,2-11,10,110_1,Rep1
Olibanum Coeur MD,1000,2-11,11616,110_1,Rep1
Turkish Rose Oil,10,2-11,347,110_1,Rep1
Turkish Rose Oil,100,2-11,1062,110_1,Rep1
Turkish Rose Oil,1000,2-11,2822,110_1,Rep1
Angel Eau de parfum (10 uM),10,2-12,461,110_1,Rep1
Angel Eau de parfum (10 uM),100,2-12,2284,110_1,Rep1
Angel Eau de parfum (10 uM),1000,2-12,803,110_1,Rep1
a-Hexylcinnamaldehyde,10,2-2,936,110_1,Rep1
a-Hexylcinnamaldehyde,100,2-2,1585,110_1,Rep1
a-Hexylcinnamaldehyde,1000,2-2,1386,110_1,Rep1
Dior Jadone Eau de parfum (10 uM),10,2-12,572,110_1,Rep1
Dior Jadone Eau de parfum (10 uM),100,2-12,528,110_1,Rep1
Dior Jadone Eau de parfum (10 uM),1000,2-12,1215,110_1,Rep1
Flowerbomb Viktor and Rolf (10 uM),10,2-12,248,110_1,Rep1
Flowerbomb Viktor and Rolf (10 uM),100,2-12,556,110_1,Rep1
Flowerbomb Viktor and Rolf (10 uM),1000,2-12,590,110_1,Rep1
Chanel No 5 (10 uM),10,2-12,889,110_1,Rep1
Chanel No 5 (10 uM),100,2-12,173,110_1,Rep1
Chanel No 5 (10 uM),1000,2-12,0,110_1,Rep1
Axe (10 uM),10,2-12,1153,110_1,Rep1
Axe (10 uM),100,2-12,1088,110_1,Rep1
Axe (10 uM),1000,2-12,792,110_1,Rep1
Aedione (10 uM),10,2-12,1109,110_1,Rep1
Aedione (10 uM),100,2-12,1210,110_1,Rep1
Aedione (10 uM),1000,2-12,2932,110_1,Rep1
Isobornyl acetate,10,2-2,405,110_1,Rep1
Isobornyl acetate,100,2-2,658,110_1,Rep1
Isobornyl acetate,1000,2-2,360,110_1,Rep1
a-Amylcinnamaldehyde dimethyl acetal,10,2-2,1406,110_1,Rep1
a-Amylcinnamaldehyde dimethyl acetal,100,2-2,656,110_1,Rep1
a-Amylcinnamaldehyde dimethyl acetal,1000,2-2,1573,110_1,Rep1
p-Tolyl isobutyrate,10,2-2,692,110_1,Rep1
p-Tolyl isobutyrate,100,2-2,498,110_1,Rep1
p-Tolyl isobutyrate,1000,2-2,318,110_1,Rep1
o-Tolyl isobutyrate,10,2-2,247,110_1,Rep1
o-Tolyl isobutyrate,100,2-2,1e3,110_1,Rep1
o-Tolyl isobutyrate,1000,2-2,1159,110_1,Rep1
p-Tolyl phenylacetate,10,2-2,2286,110_1,Rep1
p-Tolyl phenylacetate,100,2-2,1754,110_1,Rep1
p-Tolyl phenylacetate,1000,2-2,1359,110_1,Rep1
2-Methoxy-3-Methyl-pyrazine,10,2-2,1583,110_1,Rep1
2-Methoxy-3-Methyl-pyrazine,100,2-2,1463,110_1,Rep1
2-Methoxy-3-Methyl-pyrazine,1000,2-2,1137,110_1,Rep1
2-Methoxypyrazine,10,2-13,557,110_1,Rep1
2-Methoxypyrazine,100,2-13,653,110_1,Rep1
2-Methoxypyrazine,1000,2-13,207,110_1,Rep1
Methyl salicylate,10,2-2,657,110_1,Rep1
Methyl salicylate,100,2-2,616,110_1,Rep1
Methyl salicylate,1000,2-2,156,110_1,Rep1
Anethole,10,2-1,723,110_1,Rep1
Anethole,100,2-1,500,110_1,Rep1
Anethole,1000,2-1,495,110_1,Rep1
Myrcene,10,2-2,627,110_1,Rep1
Myrcene,100,2-2,436,110_1,Rep1
Myrcene,1000,2-2,1804,110_1,Rep1
w-Pentadecalactone,10,2-3,22,110_1,Rep1
w-Pentadecalactone,100,2-3,278,110_1,Rep1
w-Pentadecalactone,1000,2-3,157,110_1,Rep1
2-Phenylethanol,10,2-3,134,110_1,Rep1
2-Phenylethanol,100,2-3,57,110_1,Rep1
2-Phenylethanol,1000,2-3,72,110_1,Rep1
2-Phenethyl acetate,10,2-3,516,110_1,Rep1
2-Phenethyl acetate,100,2-3,190,110_1,Rep1
2-Phenethyl acetate,1000,2-3,170,110_1,Rep1
Piperonal,10,2-3,161,110_1,Rep1
Piperonal,100,2-3,229,110_1,Rep1
Piperonal,1000,2-3,1006,110_1,Rep1
Pyrazine,10,2-3,335,110_1,Rep1
Pyrazine,100,2-3,644,110_1,Rep1
Pyrazine,1000,2-3,1576,110_1,Rep1
Sassafras oil,10,2-3,995,110_1,Rep1
Sassafras oil,100,2-3,1571,110_1,Rep1
Sassafras oil,1000,2-3,891,110_1,Rep1
thymol,10,2-3,2247,110_1,Rep1
thymol,100,2-3,861,110_1,Rep1
thymol,1000,2-3,2157,110_1,Rep1
Triethylamine,10,2-13,526,110_1,Rep1
Triethylamine,100,2-13,623,110_1,Rep1
Triethylamine,1000,2-13,391,110_1,Rep1
 L-Turpentine,10,2-3,399,110_1,Rep1
 L-Turpentine,100,2-3,746,110_1,Rep1
 L-Turpentine,1000,2-3,1161,110_1,Rep1
Anisaldehyde,10,2-1,1205,110_1,Rep1
Anisaldehyde,100,2-1,1175,110_1,Rep1
Anisaldehyde,1000,2-1,1823,110_1,Rep1
Methyl eugenol,10,2-3,2337,110_1,Rep1
Methyl eugenol,100,2-3,617,110_1,Rep1
Methyl eugenol,1000,2-3,1411,110_1,Rep1
Eugenol,10,2-4,830,110_1,Rep1
Eugenol,100,2-4,18,110_1,Rep1
Eugenol,1000,2-4,449,110_1,Rep1
Eugenol methyl ether,10,2-4,355,110_1,Rep1
Eugenol methyl ether,100,2-4,261,110_1,Rep1
Eugenol methyl ether,1000,2-4,498,110_1,Rep1
4-Ethylphenol,10,2-4,483,110_1,Rep1
4-Ethylphenol,100,2-4,1054,110_1,Rep1
4-Ethylphenol,1000,2-4,329,110_1,Rep1
Ethyl vanillin,10,2-4,905,110_1,Rep1
Ethyl vanillin,100,2-4,733,110_1,Rep1
Ethyl vanillin,1000,2-4,843,110_1,Rep1
Vanillin,10,2-4,871,110_1,Rep1
Vanillin,100,2-4,1407,110_1,Rep1
Vanillin,1000,2-4,681,110_1,Rep1
2-Ethylphenol,10,2-4,940,110_1,Rep1
2-Ethylphenol,100,2-4,1304,110_1,Rep1
2-Ethylphenol,1000,2-4,816,110_1,Rep1
Guaiacol,10,2-4,1675,110_1,Rep1
Guaiacol,100,2-4,849,110_1,Rep1
Guaiacol,1000,2-4,686,110_1,Rep1
2-bromophenol,10,2-13,261,110_1,Rep1
2-bromophenol,100,2-13,439,110_1,Rep1
2-bromophenol,1000,2-13,348,110_1,Rep1
Benzaldehyde,10,2-4,267,110_1,Rep1
Benzaldehyde,100,2-4,1598,110_1,Rep1
Benzaldehyde,1000,2-4,1054,110_1,Rep1
benzyl benzoate (Pentamethylbenzaldehyde),10,2-1,602,110_1,Rep1
benzyl benzoate (Pentamethylbenzaldehyde),100,2-1,1458,110_1,Rep1
benzyl benzoate (Pentamethylbenzaldehyde),1000,2-1,1998,110_1,Rep1
Piperonyl alcohol,10,2-4,2795,110_1,Rep1
Piperonyl alcohol,100,2-4,2796,110_1,Rep1
Piperonyl alcohol,1000,2-4,2717,110_1,Rep1
Piperonyl acetate,10,2-5,149,110_1,Rep1
Piperonyl acetate,100,2-5,513,110_1,Rep1
Piperonyl acetate,1000,2-5,2195,110_1,Rep1
Tetrahydrofuran,10,2-5,1034,110_1,Rep1
Tetrahydrofuran,100,2-5,581,110_1,Rep1
Tetrahydrofuran,1000,2-5,317,110_1,Rep1
 Tetrahydropyran,10,2-5,657,110_1,Rep1
 Tetrahydropyran,100,2-5,1209,110_1,Rep1
 Tetrahydropyran,1000,2-5,1346,110_1,Rep1
Benzaldehyde dimethyl acetal,10,2-5,543,110_1,Rep1
Benzaldehyde dimethyl acetal,100,2-5,426,110_1,Rep1
Benzaldehyde dimethyl acetal,1000,2-5,616,110_1,Rep1
 2-Methyl-1-propanethiol,10,2-5,209,110_1,Rep1
 2-Methyl-1-propanethiol,100,2-5,582,110_1,Rep1
 2-Methyl-1-propanethiol,1000,2-5,608,110_1,Rep1
(+)-Dihydrocarveol,10,2-5,827,110_1,Rep1
(+)-Dihydrocarveol,100,2-5,537,110_1,Rep1
(+)-Dihydrocarveol,1000,2-5,1457,110_1,Rep1
(-)-Dihydrocarveol,10,2-5,1964,110_1,Rep1
(-)-Dihydrocarveol,100,2-5,1533,110_1,Rep1
(-)-Dihydrocarveol,1000,2-5,1529,110_1,Rep1
(+)-Perillaaldehyde,10,2-13,1096,110_1,Rep1
(+)-Perillaaldehyde,100,2-13,1216,110_1,Rep1
(+)-Perillaaldehyde,1000,2-13,709,110_1,Rep1
(-)-Perillaaldehyde,10,2-5,819,110_1,Rep1
(-)-Perillaaldehyde,100,2-5,4287,110_1,Rep1
(-)-Perillaaldehyde,1000,2-5,1410,110_1,Rep1
Benzyl salicylate,10,2-1,948,110_1,Rep1
Benzyl salicylate,100,2-1,1548,110_1,Rep1
Benzyl salicylate,1000,2-1,1736,110_1,Rep1
"(+)-Limonene oxide,mixture of cis and trans",10,2-5,1365,110_1,Rep1
"(+)-Limonene oxide,mixture of cis and trans",100,2-5,1394,110_1,Rep1
"(+)-Limonene oxide,mixture of cis and trans",1000,2-5,2124,110_1,Rep1
"(-)-Limonene oxide,mixture of cis and trans",10,2-6,458,110_1,Rep1
"(-)-Limonene oxide,mixture of cis and trans",100,2-6,320,110_1,Rep1
"(-)-Limonene oxide,mixture of cis and trans",1000,2-6,919,110_1,Rep1
 (R)-(+)-Limonene,10,2-6,1274,110_1,Rep1
 (R)-(+)-Limonene,100,2-6,588,110_1,Rep1
 (R)-(+)-Limonene,1000,2-6,760,110_1,Rep1
(-)-Camphene,10,2-6,271,110_1,Rep1
(-)-Camphene,100,2-6,671,110_1,Rep1
(-)-Camphene,1000,2-6,510,110_1,Rep1
(+)-Camphene,10,2-6,407,110_1,Rep1
(+)-Camphene,100,2-6,237,110_1,Rep1
(+)-Camphene,1000,2-6,302,110_1,Rep1
"2,3-Diethyl-5-methylpyrazine",10,2-6,2915,110_1,Rep1
"2,3-Diethyl-5-methylpyrazine",100,2-6,1121,110_1,Rep1
"2,3-Diethyl-5-methylpyrazine",1000,2-6,1365,110_1,Rep1
Ethyl disulfide,10,2-6,769,110_1,Rep1
Ethyl disulfide,100,2-6,1535,110_1,Rep1
Ethyl disulfide,1000,2-6,2375,110_1,Rep1
Methyl disulfide,10,2-6,1185,110_1,Rep1
Methyl disulfide,100,2-6,2380,110_1,Rep1
Methyl disulfide,1000,2-6,858,110_1,Rep1
Ethyl 2-methylbutyrate,10,2-13,768,110_1,Rep1
Ethyl 2-methylbutyrate,100,2-13,1499,110_1,Rep1
Ethyl 2-methylbutyrate,1000,2-13,773,110_1,Rep1
trans-2-Dodecenal,10,2-6,2769,110_1,Rep1
trans-2-Dodecenal,100,2-6,1119,110_1,Rep1
trans-2-Dodecenal,1000,2-6,8175,110_1,Rep1
Cedryl acetate,10,2-1,2021,110_1,Rep1
Cedryl acetate,100,2-1,1617,110_1,Rep1
Cedryl acetate,1000,2-1,8,110_1,Rep1
1-Octen-3-one,10,2-6,4595,110_1,Rep1
1-Octen-3-one,100,2-6,2315,110_1,Rep1
1-Octen-3-one,1000,2-6,3330,110_1,Rep1
2-Bromohexanoic acid,10,2-7,434,110_1,Rep1
2-Bromohexanoic acid,100,2-7,611,110_1,Rep1
2-Bromohexanoic acid,1000,2-7,408,110_1,Rep1
6-Bromohexanoic acid,10,2-7,1159,110_1,Rep1
6-Bromohexanoic acid,100,2-7,442,110_1,Rep1
6-Bromohexanoic acid,1000,2-7,440,110_1,Rep1
2-Bromooctanoic acid,10,2-7,1253,110_1,Rep1
2-Bromooctanoic acid,100,2-7,503,110_1,Rep1
2-Bromooctanoic acid,1000,2-7,434,110_1,Rep1
Furfuryl methyl disulfide,10,2-7,631,110_1,Rep1
Furfuryl methyl disulfide,100,2-7,404,110_1,Rep1
Furfuryl methyl disulfide,1000,2-7,498,110_1,Rep1
Ethyl isovalerate,10,2-7,380,110_1,Rep1
Ethyl isovalerate,100,2-7,637,110_1,Rep1
Ethyl isovalerate,1000,2-7,1078,110_1,Rep1
Bis(2-methyl-3-furyl)disulphide),10,2-7,490,110_1,Rep1
Bis(2-methyl-3-furyl)disulphide),100,2-7,504,110_1,Rep1
Bis(2-methyl-3-furyl)disulphide),1000,2-7,699,110_1,Rep1
Dimethyl trisulfide,10,2-7,916,110_1,Rep1
Dimethyl trisulfide,100,2-7,287,110_1,Rep1
Dimethyl trisulfide,1000,2-7,906,110_1,Rep1
"trans-2,cis-6-Nonadienal",10,2-13,1231,110_1,Rep1
"trans-2,cis-6-Nonadienal",100,2-13,1095,110_1,Rep1
"trans-2,cis-6-Nonadienal",1000,2-13,1532,110_1,Rep1
trans-2-Nonenal,10,2-7,1664,110_1,Rep1
trans-2-Nonenal,100,2-7,340,110_1,Rep1
trans-2-Nonenal,1000,2-7,5641,110_1,Rep1
Cinnamyl alcohol,10,2-1,1473,110_1,Rep1
Cinnamyl alcohol,100,2-1,1495,110_1,Rep1
Cinnamyl alcohol,1000,2-1,3356,110_1,Rep1
n-Decyl acetate,10,2-7,2086,110_1,Rep1
n-Decyl acetate,100,2-7,1896,110_1,Rep1
n-Decyl acetate,1000,2-7,638,110_1,Rep1
Dimethyl anthranilate,10,2-8,342,110_1,Rep1
Dimethyl anthranilate,100,2-8,116,110_1,Rep1
Dimethyl anthranilate,1000,2-8,142,110_1,Rep1
trans-2-Undecenal,10,2-8,504,110_1,Rep1
trans-2-Undecenal,100,2-8,244,110_1,Rep1
trans-2-Undecenal,1000,2-8,1205,110_1,Rep1
Neryl isobutyrate,10,2-8,257,110_1,Rep1
Neryl isobutyrate,100,2-8,304,110_1,Rep1
Neryl isobutyrate,1000,2-8,284,110_1,Rep1
cis-4-Decenal,10,2-8,375,110_1,Rep1
cis-4-Decenal,100,2-8,378,110_1,Rep1
cis-4-Decenal,1000,2-8,123,110_1,Rep1
Octyl formate,10,2-8,143,110_1,Rep1
Octyl formate,100,2-8,669,110_1,Rep1
Octyl formate,1000,2-8,357,110_1,Rep1
(±)-2-Butanol,10,2-8,931,110_1,Rep1
(±)-2-Butanol,100,2-8,730,110_1,Rep1
(±)-2-Butanol,1000,2-8,861,110_1,Rep1
2-Isopropyl-3-methoxypyrazine,10,2-8,694,110_1,Rep1
2-Isopropyl-3-methoxypyrazine,100,2-8,574,110_1,Rep1
2-Isopropyl-3-methoxypyrazine,1000,2-8,968,110_1,Rep1
2-sec-Butyl-3-methoxypyrazine,10,2-13,681,110_1,Rep1
2-sec-Butyl-3-methoxypyrazine,100,2-13,815,110_1,Rep1
2-sec-Butyl-3-methoxypyrazine,1000,2-13,910,110_1,Rep1
cis-6-Nonenal,10,2-8,1081,110_1,Rep1
cis-6-Nonenal,100,2-8,1159,110_1,Rep1
cis-6-Nonenal,1000,2-8,1605,110_1,Rep1
Cinnamaldehyde,10,2-13,118,110_1,Rep1
Cinnamaldehyde,100,2-13,1090,110_1,Rep1
Cinnamaldehyde,1000,2-13,900,110_1,Rep1
beta-Damascone,10,2-8,1074,110_1,Rep1
beta-Damascone,100,2-8,655,110_1,Rep1
beta-Damascone,1000,2-8,1602,110_1,Rep1
[Di]ethyl sulfide,10,2-9,391,110_1,Rep1
[Di]ethyl sulfide,100,2-9,403,110_1,Rep1
[Di]ethyl sulfide,1000,2-9,235,110_1,Rep1
Ethyl 2-methylpentanoate,10,2-9,451,110_1,Rep1
Ethyl 2-methylpentanoate,100,2-9,446,110_1,Rep1
Ethyl 2-methylpentanoate,1000,2-9,539,110_1,Rep1
Farnesene,10,2-9,354,110_1,Rep1
Farnesene,100,2-9,546,110_1,Rep1
Farnesene,1000,2-9,0,110_1,Rep1
"e,b,Farnesene",10,2-9,512,110_1,Rep1
"e,b,Farnesene",100,2-9,1451,110_1,Rep1
"e,b,Farnesene",1000,2-9,270,110_1,Rep1
trans-2-Methyl-2-butenal (2MB),10,2-9,478,110_1,Rep1
trans-2-Methyl-2-butenal (2MB),100,2-9,394,110_1,Rep1
trans-2-Methyl-2-butenal (2MB),1000,2-9,1220,110_1,Rep1
diacetyl,10,2-9,671,110_1,Rep1
diacetyl,100,2-9,311,110_1,Rep1
diacetyl,1000,2-9,636,110_1,Rep1
galaxolide,10,2-9,125,110_1,Rep1
galaxolide,100,2-9,991,110_1,Rep1
galaxolide,1000,2-9,3,110_1,Rep1
isobutyraldehyde,10,2-13,1242,110_1,Rep1
isobutyraldehyde,100,2-13,1383,110_1,Rep1
isobutyraldehyde,1000,2-13,1559,110_1,Rep1
p-cymene,10,2-1,407,110_1,Rep1
p-cymene,100,2-1,255,110_1,Rep1
p-cymene,1000,2-1,1146,110_1,Rep1
helional,10,2-9,1812,110_1,Rep1
helional,100,2-9,1248,110_1,Rep1
helional,1000,2-9,1583,110_1,Rep1
"1,9-nonanediol",10,2-9,1077,110_1,Rep1
"1,9-nonanediol",100,2-9,2224,110_1,Rep1
"1,9-nonanediol",1000,2-9,4195,110_1,Rep1
octanedioic acid (suberic acid),10,2-10,0,110_1,Rep1
octanedioic acid (suberic acid),10,2-9,391,110_1,Rep1
octanedioic acid (suberic acid),100,2-10,187,110_1,Rep1
octanedioic acid (suberic acid),1000,2-10,843,110_1,Rep1
decanedioic acid (sebacic acid),10,2-10,587,110_1,Rep1
decanedioic acid (sebacic acid),100,2-10,487,110_1,Rep1
decanedioic acid (sebacic acid),1000,2-10,1175,110_1,Rep1
"Anisole (Methoxybenzene, Methyl phenyl ether)",10,2-10,953,110_1,Rep1
"Anisole (Methoxybenzene, Methyl phenyl ether)",100,2-10,955,110_1,Rep1
"Anisole (Methoxybenzene, Methyl phenyl ether)",1000,2-10,1183,110_1,Rep1
"2,3-Diethylpyrazine",10,2-10,0,110_1,Rep1
"2,3-Diethylpyrazine",100,2-10,737,110_1,Rep1
"2,3-Diethylpyrazine",1000,2-10,1334,110_1,Rep1
2-Methylbutyric acid,10,2-10,804,110_1,Rep1
2-Methylbutyric acid,100,2-10,1219,110_1,Rep1
2-Methylbutyric acid,1000,2-10,1454,110_1,Rep1
Cyclobutanecarboxylic acid,10,2-10,753,110_1,Rep1
Cyclobutanecarboxylic acid,100,2-10,1667,110_1,Rep1
Cyclobutanecarboxylic acid,1000,2-10,2105,110_1,Rep1
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",10,2-10,916,110_1,Rep1
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",100,2-10,1204,110_1,Rep1
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",1000,2-10,1903,110_1,Rep1
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",10,2-10,1567,110_1,Rep1
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",100,2-10,1252,110_1,Rep1
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",1000,2-10,1065,110_1,Rep1
Control_1,10,2-1,1548,110_1,Rep1
Control_1,10,2-10,1142,110_1,Rep1
Control_1,10,2-11,443,110_1,Rep1
Control_1,10,2-12,1077,110_1,Rep1
Control_1,10,2-13,868,110_1,Rep1
Control_1,10,2-2,1010,110_1,Rep1
Control_1,10,2-3,551,110_1,Rep1
Control_1,10,2-4,654,110_1,Rep1
Control_1,10,2-5,892,110_1,Rep1
Control_1,10,2-6,732,110_1,Rep1
Control_1,10,2-7,308,110_1,Rep1
Control_1,10,2-8,867,110_1,Rep1
Control_1,10,2-9,151,110_1,Rep1
Control_1,100,2-1,1359,110_1,Rep1
Control_1,100,2-10,871,110_1,Rep1
Control_1,100,2-11,631,110_1,Rep1
Control_1,100,2-12,1023,110_1,Rep1
Control_1,100,2-13,700,110_1,Rep1
Control_1,100,2-2,1318,110_1,Rep1
Control_1,100,2-3,154,110_1,Rep1
Control_1,100,2-4,363,110_1,Rep1
Control_1,100,2-5,2127,110_1,Rep1
Control_1,100,2-6,691,110_1,Rep1
Control_1,100,2-7,789,110_1,Rep1
Control_1,100,2-8,371,110_1,Rep1
Control_1,100,2-9,874,110_1,Rep1
Control_1,1000,2-1,1886,110_1,Rep1
Control_1,1000,2-10,836,110_1,Rep1
Control_1,1000,2-11,275,110_1,Rep1
Control_1,1000,2-12,1473,110_1,Rep1
Control_1,1000,2-13,534,110_1,Rep1
Control_1,1000,2-2,0,110_1,Rep1
Control_1,1000,2-3,147,110_1,Rep1
Control_1,1000,2-4,728,110_1,Rep1
Control_1,1000,2-5,658,110_1,Rep1
Control_1,1000,2-6,56,110_1,Rep1
Control_1,1000,2-7,1019,110_1,Rep1
Control_1,1000,2-8,213,110_1,Rep1
Control_1,1000,2-9,283,110_1,Rep1
Control_2,10,2-1,1500,110_1,Rep1
Control_2,10,2-10,421,110_1,Rep1
Control_2,10,2-11,761,110_1,Rep1
Control_2,10,2-12,440,110_1,Rep1
Control_2,10,2-13,1255,110_1,Rep1
Control_2,10,2-2,857,110_1,Rep1
Control_2,10,2-3,258,110_1,Rep1
Control_2,10,2-4,1930,110_1,Rep1
Control_2,10,2-5,469,110_1,Rep1
Control_2,10,2-6,420,110_1,Rep1
Control_2,10,2-7,375,110_1,Rep1
Control_2,10,2-8,532,110_1,Rep1
Control_2,10,2-9,719,110_1,Rep1
Control_2,100,2-1,221,110_1,Rep1
Control_2,100,2-10,165,110_1,Rep1
Control_2,100,2-11,442,110_1,Rep1
Control_2,100,2-12,310,110_1,Rep1
Control_2,100,2-13,1430,110_1,Rep1
Control_2,100,2-2,1418,110_1,Rep1
Control_2,100,2-3,352,110_1,Rep1
Control_2,100,2-4,1432,110_1,Rep1
Control_2,100,2-5,144,110_1,Rep1
Control_2,100,2-6,675,110_1,Rep1
Control_2,100,2-7,472,110_1,Rep1
Control_2,100,2-8,591,110_1,Rep1
Control_2,100,2-9,773,110_1,Rep1
Control_2,1000,2-1,1531,110_1,Rep1
Control_2,1000,2-10,444,110_1,Rep1
Control_2,1000,2-11,483,110_1,Rep1
Control_2,1000,2-12,592,110_1,Rep1
Control_2,1000,2-13,770,110_1,Rep1
Control_2,1000,2-2,123,110_1,Rep1
Control_2,1000,2-3,224,110_1,Rep1
Control_2,1000,2-4,1121,110_1,Rep1
Control_2,1000,2-5,769,110_1,Rep1
Control_2,1000,2-6,213,110_1,Rep1
Control_2,1000,2-7,764,110_1,Rep1
Control_2,1000,2-8,315,110_1,Rep1
Control_2,1000,2-9,990,110_1,Rep1
DMSO,-999,2-1,893,110_1,Rep1
DMSO,-999,2-10,1617,110_1,Rep1
DMSO,-999,2-11,2536,110_1,Rep1
DMSO,-999,2-12,1522,110_1,Rep1
DMSO,-999,2-13,876,110_1,Rep1
DMSO,-999,2-2,1161,110_1,Rep1
DMSO,-999,2-3,706,110_1,Rep1
DMSO,-999,2-4,679,110_1,Rep1
DMSO,-999,2-5,1092,110_1,Rep1
DMSO,-999,2-6,753,110_1,Rep1
DMSO,-999,2-7,1368,110_1,Rep1
DMSO,-999,2-8,1821,110_1,Rep1
DMSO,-999,2-9,1776,110_1,Rep1
Nothing,-999,2-11,1035,110_1,Rep1
Nothing,-999,2-12,1455,110_1,Rep1
a-Amylcinnamaldehyde,10,2-1,1052,112_1,Rep1
a-Amylcinnamaldehyde,100,2-1,1117,112_1,Rep1
a-Amylcinnamaldehyde,1000,2-1,1480,112_1,Rep1
Eucalyptol,10,2-1,1681,112_1,Rep1
Eucalyptol,100,2-1,1412,112_1,Rep1
Eucalyptol,1000,2-1,1250,112_1,Rep1
Pentyl propionate (Amyl propionate),10,2-10,1969,112_1,Rep1
Pentyl propionate (Amyl propionate),100,2-10,353,112_1,Rep1
Pentyl propionate (Amyl propionate),1000,2-10,5550,112_1,Rep1
Dihydro Myrcenol,10,2-11,483,112_1,Rep1
Dihydro Myrcenol,100,2-11,1047,112_1,Rep1
Dihydro Myrcenol,1000,2-11,392,112_1,Rep1
Muscenone,10,2-11,621,112_1,Rep1
Muscenone,100,2-11,80,112_1,Rep1
Muscenone,1000,2-11,291,112_1,Rep1
ethyl maltol,10,2-11,587,112_1,Rep1
ethyl maltol,100,2-11,862,112_1,Rep1
ethyl maltol,1000,2-11,959,112_1,Rep1
calone,10,2-11,1482,112_1,Rep1
calone,100,2-11,0,112_1,Rep1
calone,1000,2-11,9247,112_1,Rep1
Sandalwood Mysone,10,2-11,2855,112_1,Rep1
Sandalwood Mysone,100,2-11,1633,112_1,Rep1
Sandalwood Mysone,1000,2-11,1176,112_1,Rep1
Iso E Super,10,2-11,1436,112_1,Rep1
Iso E Super,100,2-11,1668,112_1,Rep1
Iso E Super,1000,2-11,1352,112_1,Rep1
Olibanum Coeur MD,10,2-11,1842,112_1,Rep1
Olibanum Coeur MD,100,2-11,40,112_1,Rep1
Olibanum Coeur MD,1000,2-11,11191,112_1,Rep1
Turkish Rose Oil,10,2-11,2429,112_1,Rep1
Turkish Rose Oil,100,2-11,1740,112_1,Rep1
Turkish Rose Oil,1000,2-11,2801,112_1,Rep1
Angel Eau de parfum (10 uM),10,2-12,1406,112_1,Rep1
Angel Eau de parfum (10 uM),100,2-12,1012,112_1,Rep1
Angel Eau de parfum (10 uM),1000,2-12,881,112_1,Rep1
a-Hexylcinnamaldehyde,10,2-2,1092,112_1,Rep1
a-Hexylcinnamaldehyde,100,2-2,749,112_1,Rep1
a-Hexylcinnamaldehyde,1000,2-2,1117,112_1,Rep1
Dior Jadone Eau de parfum (10 uM),10,2-12,535,112_1,Rep1
Dior Jadone Eau de parfum (10 uM),100,2-12,1547,112_1,Rep1
Dior Jadone Eau de parfum (10 uM),1000,2-12,1512,112_1,Rep1
Flowerbomb Viktor and Rolf (10 uM),10,2-12,5557,112_1,Rep1
